# BASELINE: Trotter state error for QPE Hamiltonian simulation.
# 
# metric        : err = || psi_trotter - psi_exact ||_2
# initial state : Hartree-Fock |11..100..0> (top n_occ bits, JW)
# reference     : scipy expm_multiply, exp(-i H T) psi0
# generator     : H_terms = pi * (H - shift*I) / normalization,
#                 identity term excluded
# normalization : 2 * max(1, one_norm - |shift|)  [Julia hamiltonian_utils.jl]
# term ordering : ascending signed coefficient, ties broken by ascending
#                 lexicographic Pauli string (deterministic; the
#                 ascending direction follows Julia, the tie-break is an
#                 addition)
# delta_t       : 1 / n_steps, where n_steps is PER U and
#                 U = exp(-i H_terms) is one unit of evolution
# total_steps   : T / delta_t = T * n_steps
# dt_norm       : delta_t * sum|c_j|; equals pi/2, pi/4, pi/8 wherever
#                 the shifted one-norm is at least 1, which fixes the
#                 dimensionless step size across systems
# T             : swept, identical for every Hamiltonian. NOT derived
#                 from any per-molecule circuit-depth table; it is an
#                 independent axis of the study.
# mapping       : jw   (HF determinant encoded per mapping:
#                 JW stores the occupation directly, BK stores
#                 (encoder_bk @ occ) mod 2, as in hamgen.get_initial_state)
# basis         : sto-6g
# active space  : all
# T swept       : 64,256,512
# n_steps swept : 1,2,4   (delta_t = 1.0, 0.5, 0.25)
# orders        : 1,2,4
# bond lengths  : all per active space, evenly spaced over the sorted L range (deterministic)
# 
# Generated by compute_trotter_state_error.py.
molecule,L,basis,active,mapping,n_qubits,T,n_steps,total_steps,delta_t,dt_norm,order,err,seconds,one_norm,normalization
N,nan,sto-6g,001-001,jw,2,64,1,64,1.0,0.39578566649955094,1,1.3868569895346418e-14,0.001,54.14573479837542,2.0
N,nan,sto-6g,001-001,jw,2,64,2,128,0.5,0.19789283324977547,1,1.0053037303109397e-14,0.001,54.14573479837542,2.0
N,nan,sto-6g,001-001,jw,2,64,4,256,0.25,0.09894641662488773,1,2.0390735208568635e-14,0.003,54.14573479837542,2.0
N,nan,sto-6g,001-001,jw,2,64,1,64,1.0,0.39578566649955094,2,1.3406259075902451e-14,0.001,54.14573479837542,2.0
N,nan,sto-6g,001-001,jw,2,64,2,128,0.5,0.19789283324977547,2,2.039579716598493e-14,0.002,54.14573479837542,2.0
N,nan,sto-6g,001-001,jw,2,64,4,256,0.25,0.09894641662488773,2,3.009032119999819e-14,0.005,54.14573479837542,2.0
N,nan,sto-6g,001-001,jw,2,64,1,64,1.0,0.39578566649955094,4,4.158774527240129e-14,0.006,54.14573479837542,2.0
N,nan,sto-6g,001-001,jw,2,64,2,128,0.5,0.19789283324977547,4,3.242535543737154e-14,0.012,54.14573479837542,2.0
N,nan,sto-6g,001-001,jw,2,64,4,256,0.25,0.09894641662488773,4,1.4806916741210234e-14,0.023,54.14573479837542,2.0
N,nan,sto-6g,001-001,jw,2,256,1,256,1.0,0.39578566649955094,1,7.791057313319064e-14,0.003,54.14573479837542,2.0
N,nan,sto-6g,001-001,jw,2,256,2,512,0.5,0.19789283324977547,1,1.0849446818623311e-13,0.006,54.14573479837542,2.0
