status,error_message,case_id,tensor_path,molecule,bond_length,basis,active_occupied,active_vacant,n_qubits,number_of_fermionic_terms,number_of_pauli_terms,graph_level,schedule,sample_index,random_seed,graph_vertices,graph_edges,graph_density,number_of_colors,group_sizes,group_order,within_group_order_hash,pauli_order_hash,trotter_steps,trotter_dt,evolution_time,nominal_exponential_count,bch2_hf_state_norm,leading_state_error_norm_estimate,bch_squared_ratio_to_raw,schedule_build_time_seconds,bch_evaluation_time_seconds,exact_sector_dimension,exact_build_time_seconds,exact_evolution_time_seconds,trotter_runtime_seconds,state_overlap_abs,state_infidelity,state_vector_2norm_error,phase_aligned_state_2norm_error,particle_number_leakage,spin_sector_leakage,state_infidelity_ratio_to_raw_jw,state_infidelity_ratio_to_current_coloring,coefficient_tolerance
success,,B-B_1.70_hgbs-5_as-006-010,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/B-B/1.70/hgbs-5/B-B_1.70_hgbs-5_as-006-010.tensors.npz,B-B,1.70,hgbs-5,6,10,16,516,896,baseline,jw_raw,-1,-1,,,,,[],[],4f53cda18c2baa0c,6ff47b8b0478bf6b,100,0.01,1.0,89600,0.169617159335114,0.0008480857966755701,1.0,7.58399983169511e-06,0.0012230840002303012,3136,1.7715216249998775,0.003173582997987978,10.635828082995431,0.999999646816937,7.063660012462947e-07,0.26677795220305806,0.000840455903682854,1.63202784619898e-14,1.63202784619898e-14,1.0,,1e-12
success,,B-B_1.70_hgbs-5_as-006-010,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/B-B/1.70/hgbs-5/B-B_1.70_hgbs-5_as-006-010.tensors.npz,B-B,1.70,hgbs-5,6,10,16,516,896,jw,current,-1,-1,896,128224,0.3197924980047885,26,"[32,48,40,48,40,48,40,40,32,40,32,40,32,32,32,32,32,32,32,32,32,32,32,32,16,16]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25]",e769b2d558599a43,5ca3c19122575a4d,100,0.01,1.0,89600,0.10559158831644289,0.0005279579415822144,0.38754226579420215,9.999996109399945e-06,0.001405082999553997,3136,1.7715216249998775,0.003173582997987978,10.637271082996449,0.9999998623543845,2.752912119374784e-07,0.26684497140388946,0.0005246820283965252,7.80486786311485e-13,7.801537194040975e-13,0.38972885367042215,1.0,1e-12
success,,B-B_1.70_hgbs-5_as-006-010,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/B-B/1.70/hgbs-5/B-B_1.70_hgbs-5_as-006-010.tensors.npz,B-B,1.70,hgbs-5,6,10,16,516,896,fermionic,current,-1,-1,516,56083,0.42208926017912246,40,"[16,19,14,14,12,19,12,12,10,12,12,9,10,20,8,14,8,10,10,11,12,10,14,10,15,11,14,7,9,13,8,14,23,19,39,21,9,9,6,1]","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39]",e5439f05cde06379,3fd92dc5a07adf5f,100,0.01,1.0,89600,0.06989135278883761,0.00034945676394418807,0.16978812876670232,1.0333002137485892e-05,0.0011453749975771643,3136,1.7715216249998775,0.003173582997987978,10.6525739159988,0.9999999401582311,1.1968353419433697e-07,0.26682496070420847,0.0003459530860493235,1.028066520802895e-13,1.028066520802895e-13,0.16943558153021282,1.0,1e-12
success,,B-B_1.70_hgbs-5_as-006-010,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/B-B/1.70/hgbs-5/B-B_1.70_hgbs-5_as-006-010.tensors.npz,B-B,1.70,hgbs-5,6,10,16,516,896,jw,reverse_groups,-1,-1,896,128224,0.3197924980047885,26,"[32,48,40,48,40,48,40,40,32,40,32,40,32,32,32,32,32,32,32,32,32,32,32,32,16,16]","[25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0]",3826173fdc14af23,326435f572ee0de1,100,0.01,1.0,89600,0.10559158831644289,0.0005279579415822144,0.38754226579420215,9.792005585040897e-06,0.0013196250001783483,3136,1.7715216249998775,0.003173582997987978,10.62594650000392,0.9999998622999378,2.754001054983135e-07,0.2667840808023781,0.0005247857891398425,6.993294832113861e-13,6.995515278163111e-13,0.3898830139225336,1.000395557708031,1e-12
success,,B-B_1.70_hgbs-5_as-006-010,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/B-B/1.70/hgbs-5/B-B_1.70_hgbs-5_as-006-010.tensors.npz,B-B,1.70,hgbs-5,6,10,16,516,896,fermionic,reverse_groups,-1,-1,516,56083,0.42208926017912246,40,"[16,19,14,14,12,19,12,12,10,12,12,9,10,20,8,14,8,10,10,11,12,10,14,10,15,11,14,7,9,13,8,14,23,19,39,21,9,9,6,1]","[39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0]",2716890a322875e5,e3cc78783fcd808c,100,0.01,1.0,89600,0.22577518141274822,0.001128875907063741,1.7717923762621512,1.0750001820269972e-05,0.0013185409989091568,3136,1.7715216249998775,0.003173582997987978,10.626551332999952,0.9999993845723452,1.2308549309780759e-06,0.2667517359202301,0.001109439187010784,6.727951529228449e-14,6.727951529228449e-14,1.7425172344172652,10.284246193628162,1e-12
success,,B-B_1.70_hgbs-5_as-006-010,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/B-B/1.70/hgbs-5/B-B_1.70_hgbs-5_as-006-010.tensors.npz,B-B,1.70,hgbs-5,6,10,16,516,896,jw,random_groups,0,170929829,896,128224,0.3197924980047885,26,"[32,48,40,48,40,48,40,40,32,40,32,40,32,32,32,32,32,32,32,32,32,32,32,32,16,16]","[8,0,6,20,23,18,25,3,9,21,11,10,19,4,15,12,22,17,24,7,2,1,5,14,13,16]",1d03eccc4bedd786,a33190a4c9528d5d,100,0.01,1.0,89600,0.09030497856209145,0.00045152489281045726,0.2834548005624029,1.0374998964834958e-05,0.0011360419957782142,3136,1.7715216249998775,0.003173582997987978,10.642009415998473,0.9999999022777079,1.9544457474651722e-07,0.26683140161768215,0.00044209114930570054,1.2545520178264269e-14,1.2656542480726785e-14,0.27669023480982896,0.709955735132238,1e-12
success,,B-B_1.70_hgbs-5_as-006-010,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/B-B/1.70/hgbs-5/B-B_1.70_hgbs-5_as-006-010.tensors.npz,B-B,1.70,hgbs-5,6,10,16,516,896,fermionic,random_groups,0,3367589945,516,56083,0.42208926017912246,40,"[16,19,14,14,12,19,12,12,10,12,12,9,10,20,8,14,8,10,10,11,12,10,14,10,15,11,14,7,9,13,8,14,23,19,39,21,9,9,6,1]","[38,16,25,7,1,21,29,32,30,22,6,34,5,37,4,36,31,2,39,28,26,18,23,17,10,14,15,27,9,0,33,19,20,11,12,8,3,24,35,13]",00436a7386b863a8,b43442fe2a4b1cd7,100,0.01,1.0,89600,0.10253077969114185,0.0005126538984557093,0.365400341374705,1.0707997716963291e-05,0.0011912920017493889,3136,1.7715216249998775,0.003173582997987978,10.679194500000449,0.9999998757766692,2.4844664625600643e-07,0.26680652584817866,0.0004984442413029831,5.773159728050814e-14,5.784261958297066e-14,0.3517250912666427,2.0758632165105473,1e-12
success,,B-B_1.70_hgbs-5_as-006-010,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/B-B/1.70/hgbs-5/B-B_1.70_hgbs-5_as-006-010.tensors.npz,B-B,1.70,hgbs-5,6,10,16,516,896,jw,random_groups,1,1497130406,896,128224,0.3197924980047885,26,"[32,48,40,48,40,48,40,40,32,40,32,40,32,32,32,32,32,32,32,32,32,32,32,32,16,16]","[17,0,4,15,13,3,19,10,5,25,22,1,14,24,6,2,20,16,7,11,8,21,18,23,9,12]",6f340ebe5de331d3,9ed54c098ac3472a,100,0.01,1.0,89600,0.0998180937919709,0.0004990904689598546,0.34632111637438484,9.875002433545887e-06,0.0013177080036257394,3136,1.7715216249998775,0.003173582997987978,10.66704354200192,0.9999998825574953,2.3488499567569932e-07,0.26682079494823246,0.0004846493675250849,2.2093438190040615e-14,2.19824158875781e-14,0.3325259076191012,0.8532237335968582,1e-12
success,,B-B_1.70_hgbs-5_as-006-010,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/B-B/1.70/hgbs-5/B-B_1.70_hgbs-5_as-006-010.tensors.npz,B-B,1.70,hgbs-5,6,10,16,516,896,fermionic,random_groups,1,3876896119,516,56083,0.42208926017912246,40,"[16,19,14,14,12,19,12,12,10,12,12,9,10,20,8,14,8,10,10,11,12,10,14,10,15,11,14,7,9,13,8,14,23,19,39,21,9,9,6,1]","[26,24,33,35,18,0,6,3,30,11,39,32,2,37,5,27,7,1,31,9,12,17,29,21,36,10,16,14,8,19,20,15,34,4,25,13,38,22,28,23]",2c4931327f427636,ccabdee0c6bdb65e,100,0.01,1.0,89600,0.12531264987227567,0.0006265632493613783,0.5458210194656171,1.1083000572398305e-05,0.0011925829967367463,3136,1.7715216249998775,0.003173582997987978,10.719607167004142,0.9999998086123795,3.8277520442164814e-07,0.2667536066006635,0.000618688323034311,1.4432899320127035e-15,1.3322676295501878e-15,0.5418935845528934,3.198227784618344,1e-12
success,,B-B_1.70_hgbs-5_as-006-010,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/B-B/1.70/hgbs-5/B-B_1.70_hgbs-5_as-006-010.tensors.npz,B-B,1.70,hgbs-5,6,10,16,516,896,jw,random_groups,2,1277635548,896,128224,0.3197924980047885,26,"[32,48,40,48,40,48,40,40,32,40,32,40,32,32,32,32,32,32,32,32,32,32,32,32,16,16]","[17,7,0,15,10,16,11,25,13,23,5,14,2,19,9,21,4,20,1,22,18,24,3,8,6,12]",b3ea4a9e49ec235f,7cecbf65869621d7,100,0.01,1.0,89600,0.07554581824334618,0.0003777290912167309,0.1983724183012954,1.0249998013023287e-05,0.0013034590010647662,3136,1.7715216249998775,0.003173582997987978,10.645514625000942,0.9999999311485482,1.3770289875036923e-07,0.2668076104766472,0.0003710834185521205,1.0169642905566434e-13,1.0158540675320182e-13,0.19494553603572318,0.5002081170017263,1e-12
